"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","-log(p)"
"224","BNT-MO (V3, D1) UP","ChAd (V2, D1) UP",312,231,453,543,765,"LAMP3, DHX58, PARP12, IFIH1, RIGI, HES4, ZBP1, TNFSF10, MOV10, TDRD7, EIF2AK2, IFI44, CMTR1, SERPING1, SP140, USP18, EXOC3L1, IFIT2, SAMD9, HERC5, TRIM22, IDO1, IRF9, XAF1, SPATS2L, NUB1, IFIT3, LAP3, STAT2, SAMD9L, OAS2, TOR1B, ISG15, DDX60, EPSTI1, DDX60L, OAS3, IFIT5, RSAD2, SAMD4A, CMPK2, TRIM5, ATF3, APOL6, GBP1P1, OASL, IFIT1, TFEC, ZCCHC2, MX1, PARP14, RNF213, ACOT9, WDFY1, ETV7, SCO2, PARP9, GBP4, AGRN, GBP1, AIM2, MX2, KIAA1958, IFI44L, FGL2, IRF7, ALMS1P1, PML, SEPTIN4, PSME2, CD274, RUFY4, SIMALR, STAT1, OAS1, TNFSF13B, BST2, RTP4, RMI2, IRF1-AS1, PLSCR1, IFI6, ANKRD22, RAB1AP1, BISPR, IFI16, NMI, ISG20, IFI35, UBE2L6, GALM, CASP1, GBP5, GRAMD1B, HELZ2, ODF3B, TMEM268, DTX3L, CCDC194, BATF2, SOCS1, SIGLEC1, PRAL, CEACAM1, DYNLT1, TYMP, CACNA1A, GCH1, NBN, RPL17P28, BACH1-IT2, TAP2, TNFAIP6, KPTN, TRAFD1, CXCL10, LINC02068, CARD17P, DOCK4, NTNG2, HMGB1P3, MDK, FBXO39, WARS1, RSPH9, TRIM21, IGHEP2, APOL1, GBP2, FBXO6, RPS2P36, HESX1, PSME2P2, C2, TMSB4XP1, LGALS3BP, GBP3, CARD16, XRN1, RPS29P14, APOBEC3A, LINC02033, DAPP1, REC8, TRIM6, DHRS9, MYOF, RHBDF2, P2RY14, RNU7-40P, FRMD3, LINC02773, MT2A, TCF3P1, APOL2, ADAMTSL4-AS2, DISC1-IT1, HORMAD1, DISC1, TAP1, BACH1-IT1, SAT1, OR52K1, IL1RN, LRRK2-DT, RNF213-AS1, FAP, IFITM3, RAB39A, TIMM10, LIF, NCF1C, CDHR5, OTOF, XXYLT1-AS2, CSNK1G2P1, FMNL2, GBP6, OR52K3P, FCGR1BP, CLEC18B, LACTB, GRIN3A, CCL2, FCGR1A, RN7SKP26, PDCD1LG2, LYPD5, IL31RA, IFITM1, MTCO3P11, LINC02362, LINC02574, MTCO2P11, CCL8, RN7SL364P, MTCO1P11, DDX10P1, SLC6A12, CDCA4P4, FFAR2, PSME2P1, IFI30, RN7SL124P, RPL7AP42, LHFPL2, CCR1, FDPSP3, FAM225A, C15orf48, ETV7-AS1, MTND5P14, CLEC6A, LY6E, OR51R1P, FCGR1CP, VAMP5, MSR1, RNU6-611P, BCL2L14, LINC02555, PSTPIP2, C1QB, CALHM6, MTND4P14, IL27, SLC1A3, OR7E140P, TSNAX-DISC1, CACNA1E, MIR4433A, SCARF1, TTC26, CFAP58-DT, MIR222HG, NAIPP3, NRIR, TCN2, CTRL, C1QTNF7-AS1, IDO2, MIR4736, NRN1, FUNDC2P4, PRRG4, KCTD14, CASP5, SDC3, GARIN4, LINC01703, LINC02471, MIR130AHG, PLSCR2, SFRP1, RPS3AP32, VWA3B, RNU7-41P, MIR601, LINC00487, MIR4308, NASPP1, GPR84, SLAMF8, LMNB1-DT, RNU7-195P, CXCL11, RN7SL368P, RPS3AP43, NEK5, LINC02287, CDC42EP2, FAM180B, LINC02363, GK-IT1, C1QC, BNIP5, HYMAI, KCNMA1, LAP3P2, RNA5SP237, CXCL2, PTPRU, RNU6-28P, HNRNPA1P53, NDUFB8P2, MMADHCP2, CIBAR1, RNU6-1294P, DAPK1-IT1, SLC2A3P2, RNU1-100P, RPL7P18, SLC30A4-AS1, IFI27, GSN-AS1, F3, IL10, STAT4-AS1, SNX10-AS1, SNORD56B, LINC00309, CXCL9, ENSG00000272567, SLC12A8, DNM1P33, TATDN2P2, DNAAF1, SHOX2, EGR2, ADORA2A-AS1, FARP1-AS1, SLIT2",57.46,40.78,5.66095137268804e-74,73.247110575669
"225","ChAd-BNT (V3, D1) UP","ChAd (V2, D1) UP",394,149,748,543,1142,"LAMP3, DHX58, PARP12, IFIH1, RIGI, HES4, ZBP1, TENT5A, TNFSF10, TMSB4XP8, MOV10, TDRD7, EIF2AK2, RN7SL834P, IFI44, CMTR1, SERPING1, TTC21A, SP140, USP18, EXOC3L1, IFIT2, SAMD9, HERC5, SCARB2, TRIM22, SRGAP2, IDO1, IRF9, XAF1, SPATS2L, NUB1, SRGAP2B, IFIT3, LAP3, STAT2, SAMD9L, OAS2, TOR1B, ISG15, DDX60, EPSTI1, DDX60L, OAS3, IFIT5, HERC6, RSAD2, SAMD4A, CMPK2, TRIM5, ATF3, APOL6, GBP1P1, OASL, IFIT1, TFEC, FAM111A, ZCCHC2, MX1, PARP14, RNF213, WDFY1, ETV7, SCO2, PARP9, GBP4, AGRN, TRIM38, GBP1, AIM2, MX2, KIAA1958, IFI44L, SP100, FGL2, PHF11, IRF7, ALMS1P1, PML, SEPTIN4, PSME2, CD274, RUFY4, SIMALR, STAT1, OAS1, TNFSF13B, BST2, RTP4, RMI2, IRF1-AS1, PLSCR1, IFI6, ANKRD22, RAB1AP1, BISPR, IFI16, NMI, ZNF684, ISG20, IFI35, UBE2L6, RNF31, CASP1, GBP5, GRAMD1B, HELZ2, CHMP5, ODF3B, SP110, GNB4, TMEM268, DTX3L, CCDC194, BATF2, SOCS1, SIGLEC1, PRAL, PAIP1P1, CEACAM1, DYNLT1, CD300E, TYMP, CACNA1A, GCH1, NBN, RPL17P28, LINC03016, BACH1-IT2, TAP2, TNFAIP6, KPTN, TRAFD1, CXCL10, MTND6P5, LINC02068, CARD17P, DOCK4, MLKL, HMGB1P3, PGAP1, FBXO39, MIR4477B, WARS1, RSPH9, TRIM21, IGHEP2, APOL1, GBP2, FBXO6, RPS2P36, HESX1, PSME2P2, C2, RNA5SP383, TMSB4XP1, LGALS3BP, GBP3, SMCHD1, XRN1, RPS29P14, ZEB2-AS1, APOBEC3A, LINC02033, FN1, DAPP1, REC8, TRIM6, DHRS9, MYOF, RHBDF2, CIR1, P2RY14, RNU7-40P, FAM72A, FRMD3, LINC02773, MT2A, TLR7, TCF3P1, DNAJC19P5, APOL2, ADAMTSL4-AS2, ABTB2, AATBC, EPB41L3, DISC1-IT1, PSMD6-AS1, RNA5SP82, HORMAD1, DISC1, TAP1, BACH1-IT1, SAT1, OR52K1, IL1RN, RNU6-917P, LRRK2-DT, RNF213-AS1, RNVU1-18, FAP, IFITM3, NUDT16-DT, RAB39A, NEXN, LINC00937, LIF, CDC27P1, FAR1-IT1, NCF1C, CDHR5, CPT1B, XXYLT1-AS2, CSNK1G2P1, FMNL2, GBP6, OR52K3P, FCGR1BP, CLEC18B, FCGR2C, LACTB, RPS2P44, GRIN3A, CCL2, FCGR1A, FMR1-IT1, RN7SKP26, PDCD1LG2, ZNG1DP, RERE-AS1, LYPD5, IL31RA, IFITM1, MTCO3P11, SIRPD, LINC02362, LINC02574, MTCO2P11, CCL8, RN7SL364P, MTCO1P11, DDX10P1, SLC6A12, CDCA4P4, PSME2P1, IFI30, RNA5SP307, RN7SL124P, RPL7AP42, LHFPL2, FDPSP3, FAM225A, C15orf48, RNU6-1176P, UPF3AP3, H4C15, MTND1P11, ETV7-AS1, MTND5P14, CLEC6A, LY6E, OR51R1P, FCGR1CP, VAMP5, MSR1, PKN2-AS1, LY6E-DT, RNU6-611P, BCL2L14, LINC02555, PSTPIP2, PRLR, MIR7150, C1QB, CALHM6, MTND4P14, IL27, SLC1A3, HNRNPKP2, MTATP6P11, OR7E140P, TSNAX-DISC1, CACNA1E, MIR4433A, SDAD1P2, RPS15AP29, SCARF1, TTC26, DZIP1L, SYNPO2, KCTD9P1, CFAP58-DT, MIR222HG, GGN, MIR320E, CBX3P10, CD209, NAIPP3, HSPA7, TCN2, FAM72D, YWHABP2, CTRL, COL7A1, TRIM36, HSPA8P5, BACH1-IT3, IDO2, RN7SL655P, MIR4736, NRN1, CFB, PRRG4, KCTD14, CASP5, SDC3, GARIN4, LINC01703, LINC02471, LINC01359, LNMICC, DPYD-IT1, PLSCR2, RPS3AP32, VWA3B, RNU7-41P, MIR601, LINC00487, RPL36AP15, MIR4308, MARCO, NASPP1, GPR84, SLAMF8, LMNB1-DT, RNU7-195P, CXCL11, RN7SL368P, SPATA45, RPS3AP43, NEK5, LINC02287, RNU7-96P, LINC02363, GK-IT1, C1QC, BNIP5, HYMAI, ARL8BP2, NCAPGP1, PSORS1C3, OR56B1, LAP3P2, RNA5SP237, CXCL2, PTPRU, FAM156B, CIBAR1, RNU6-1294P, DAPK1-IT1, RNU4-87P, SLC2A3P2, RN7SL344P, RNU1-100P, CCND2-AS1, COPG2IT1, SLC30A4-AS1, SCUBE2, UBQLNL, RNA5SP68, RNU6-1316P, ADRB1, RNU6-43P, F3, RDUR, DOCK8-AS2, STAT4-AS1, TLDC2, CXCL9, DLL4, ENSG00000272567, MAD2L1P1, DNM1P33, KIF1A, RPL30P7, TATDN2P2, NUDT19P5, JMJD1C-AS1, RPL36AP19, PPL, ATP8B1, EGR2, ADORA2A-AS1, SLIT2",72.56,34.5,1.15533559408731e-62,61.937291846516
"226","BBIBP (V3, D07) UP","ChAd (V2, D1) UP",2,541,93,543,95,"TSNAX-DISC1, DPYD-IT1",0.37,2.11,1.16337373807829e-110,109.934280744162
"227","BBIBP (V3, D14) UP","ChAd (V2, D1) UP",17,526,470,543,492,"DHX58, TTC21A, IFIT2, EPSTI1, CMPK2, CCDC194, PAIP1P1, KPTN, AATBC, BACH1-IT1, FAM225A, MIR222HG, MARCO, CDC42EP2, UBQLNL, DLL4, TATDN2P2",3.13,3.46,6.51663754126764e-272,271.185976434015
"228","BBIBP (V3, D28) UP","ChAd (V2, D1) UP",12,531,464,543,492,"ZEB2-AS1, DISC1-IT1, BACH1-IT1, FAR1-IT1, CDHR5, CSNK1G2P1, FCGR1A, MTCO2P11, TSNAX-DISC1, GGN, DPYD-IT1, TLDC2",2.21,2.44,1.57962755193181e-277,276.801445299886
"229","ZF2001 (V3, D07) UP","ChAd (V2, D1) UP",13,530,459,543,476,"SHFL, DDX60, CXCL10, TLR7, IL1RN, FCGR2C, CCL2, FCGR1A, C15orf48, CTRL, LINC01703, MARCO, NASPP1",2.39,2.73,2.45753358632854e-274,273.609500538091
"230","ZF2001 (V3, D14) UP","ChAd (V2, D1) UP",6,537,385,543,395,"STOML1, CLEC18B, CCL2, MIR7150, LINC01703, A2M",1.1,1.52,5.87114411806377e-260,259.231277258932
"231","ZF2001 (V3, D28) UP","ChAd (V2, D1) UP",2,541,130,543,133,"CXCL10, LINC01703",0.37,1.5,7.96829742090635e-139,138.098634464011
"232","ChAd (V1, D3) UP","ChAd (V2, D1) UP",109,434,241,543,350,"LAMP3, HES4, TNFSF10, IFI44, SERPING1, USP18, EXOC3L1, IDO1, XAF1, SPATS2L, IFIT3, LAP3, OAS2, ISG15, DDX60, EPSTI1, OAS3, HERC6, RSAD2, SAMD4A, CMPK2, GBP1P1, OASL, IFIT1, MX1, ETV7, PARP9, GBP4, AGRN, GBP1, AIM2, MX2, IFI44L, IRF7, PSME2, RUFY4, STAT1, OAS1, RTP4, PLSCR1, IFI6, ANKRD22, IFI35, UBE2L6, GBP5, ODF3B, BATF2, SIGLEC1, CD300E, TYMP, CXCL10, FBXO39, FBXO6, HESX1, C2, LGALS3BP, LGALS9, APOBEC3A, DHRS9, MYOF, FRMD3, MT2A, TLR7, EPB41L3, IFITM3, RAB39A, NEXN, OTOF, FMNL2, CCL2, FCGR1A, PDCD1LG2, LYPD5, IL31RA, IFITM1, SIRPD, CCL8, SLC6A12, IFI30, FAM225A, CLEC6A, LY6E, VAMP5, MSR1, PKN2-AS1, BCL2L14, PSTPIP2, C1QB, IL27, NRIR, TCN2, IDO2, CFB, CASP5, SDC3, LINC00487, MARCO, GPR84, SLAMF8, CXCL11, C1QC, KCNMA1, PTPRU, AXL, JUP, IFI27, CXCL9, SLC12A8, SLIT2",20.07,31.14,2.34528750091034e-116,115.629803910985
"233","ChAd (V1, D7) UP","ChAd (V2, D1) UP",1,542,224,543,225,"IFI27",0.18,0.44,4.62806182402722e-198,197.334600848153
"234","ChAd (V2, D2) UP","ChAd (V2, D1) UP",23,520,292,543,315,"EXOC3L1, SCO2, AGRN, HELZ2, ODF3B, SIGLEC1, TYMP, BACH1-IT2, DOCK4, FBXO39, TRIM6, MT2A, HORMAD1, DISC1, CDHR5, PKN2-AS1, NRIR, LINC01359, CELF2-AS1, GSN-AS1, A2M, SNORA55, PPL",4.24,7.3,3.23293861028631e-199,198.490402542053
"235","ChAd (V2, D7) UP","ChAd (V2, D1) UP",0,543,6,543,6,"",0,0,2.70273970954863e-14,13.5681957775162
"236","ChAd-BNT (V2, D3) UP","ChAd (V2, D1) UP",169,374,542,543,711,"LAMP3, DHX58, PARP12, IFIH1, PNPT1, HES4, ZBP1, TNFSF10, EIF2AK2, IFI44, SERPING1, USP18, EXOC3L1, IFIT2, HERC5, SCARB2, TRIM22, IDO1, XAF1, SPATS2L, IFIT3, LAP3, STAT2, SAMD9L, OAS2, ISG15, DDX60, EPSTI1, DDX60L, OAS3, HERC6, RSAD2, SAMD4A, CMPK2, TRIM5, ATF3, APOL6, GBP1P1, OASL, IFIT1, TFEC, MX1, PARP14, RNF213, ETV7, SCO2, PARP9, GBP4, AGRN, GBP1, AIM2, MX2, KIAA1958, IFI44L, FGL2, IRF7, PSME2, CD274, RUFY4, STAT1, OAS1, TNFSF13B, BST2, PLSCR1, IFI6, ANKRD22, BISPR, IFI16, NMI, IFI35, UBE2L6, GBP5, HELZ2, ODF3B, SP110, DTX3L, BATF2, SIGLEC1, TYMP, GCH1, BACH1-IT2, CXCL10, PGAP1, FBXO39, APOL1, GBP2, FBXO6, HESX1, C2, LGALS3BP, ZEB2-AS1, APOBEC3A, FN1, DHRS9, MYOF, FRMD3, MT2A, TLR7, ABTB2, EPB41L3, HORMAD1, DISC1, TAP1, IL1RN, IFITM3, RAB39A, NEXN, LINC00937, CDHR5, NCF1, OTOF, FMNL2, FCGR2C, CCL2, FCGR1A, FAM72B, PDCD1LG2, LYPD5, IL31RA, SIRPD, CCL8, SLC6A12, FAM225A, C15orf48, DPRXP4, CLEC6A, LY6E, VAMP5, MSR1, PKN2-AS1, BCL2L14, PSTPIP2, PRLR, C1QB, IL27, SLC1A3, SCARF1, GGN, NRIR, TCN2, IDO2, NRN1, CFB, CASP5, SDC3, LINC00487, MARCO, GPR84, SLAMF8, CXCL11, C1QC, KCNMA1, OR56B1, PTPRU, AXL, FAM72C, JUP, CELF2-AS1, MIR3173, IFI27, SCUBE2, GSN-AS1, ADRB1, CXCL9, SLC12A8, KIF1A, DNAAF1, EGR2, SLIT2",31.12,23.77,1.00161606341157e-157,156.999298719083
"237","ChAd-BNT (V2, D7) UP","ChAd (V2, D1) UP",3,540,321,543,324,"PSORS1C3, C21orf91-OT1, SNORA55",0.55,0.93,5.46543234143219e-240,239.262375477617
"238","BNT-MO (V3, D1) UP","BNT (V3, D1) UP",367,82,398,449,765,"ANKRD22, SERPING1, GBP1P1, BATF2, GBP5, GBP1, GBP4, WARS1, P2RY14, GBP6, IDO1, RTP4, VAMP5, FBXO6, LAMP3, MYOF, CD274, GCH1, FCGR1A, ATF3, UBE2L6, APOL6, STAT1, PSME2, EPSTI1, RMI2, SIMALR, ALMS1P1, PDCD1LG2, FCGR1CP, IFI35, APOL4, AIM2, STAT2, TRIM22, LAP3, SEPTIN4, RNF213, SAMD4A, CEACAM1, SCO2, APOL1, CXCL10, SCARF1, ETV7, PML, SAMD9L, SPATS2L, WDFY1, LGALS3BP, ODF3B, CYBB, GRIN3A, PIK3AP1, IFIH1, DDX60, TMEM268, PARP9, SOCS1, C2, XAF1, OAS1, GRAMD1B, PSTPIP2, TAP1, RIPK2, PARP14, PLSCR1, MOV10, FCGR1BP, ZBP1, RHBDF2, PARP12, CARD17P, CMPK2, SORT1, IRF7, OAS3, OAS2, LHFPL2, IFIT3, DTX3L, FLVCR2, TNFSF10, TRAFD1, ASPHD2, LINC02555, APOL2, TYMP, GBP2, ISG15, SDC3, PSMB9, NUB1, RIGI, RSAD2, P2RX7, TRIM5, IFI44, TDRD7, HELZ2, FDPSP3, TNFAIP6, IFI44L, IFITM3, CCRL2, DHX58, SP140, VPS9D1, GADD45B, IRF1, LY6E, STX11, TAP2, TCN2, LACTB, IFIT5, SLC6A12, RAB39A, C1QC, IFI6, BISPR, SECTM1, TIFA, SLAMF8, TFEC, FANCA, ICAM1, GPR84, FBXO39, C1QB, EIF2AK2, IFI16, FRMD3, CALHM6, OASL, DDX60L, IFIT2, DOCK4, ISG20, IFITM1, RUFY4, SMCO4, HERC5, TIMM10, GBP3, SIGLEC16, CASP5, TNFSF13B, DYNLT1, DHRS9, ETV7-AS1, MX1, RAB1AP1, KLF5, OTOF, PLAAT4, IGHEP2, RSPH9, USP18, RPS2P36, KPTN, GK4P, EXOC3L1, LINC02471, TRPV4, CXCL9, FAS, CLEC6A, EFCAB2, MIR130AHG, SAT1, PSME2P2, TCF3P1, CACNA1E, XXYLT1-AS2, SIGLEC1, NGFR, IFI30, LPCAT2, ZDHHC19, IFIT1, LINC02068, GK, MTCO1P11, AGRN, NRN1, LRRK2-DT, CSNK1G2P1, KCNJ10, DHRS12, LINC02033, LINC00968, MTND5P14, FAM225A, RTEL1P1, PRRG4, IL31RA, RPL7AP42, C3AR1, PSME2P1, MAFF, RAB20, CDHR5, DEFA1, HMGA2-AS1, CCL2, C1QA, LAP3P2, IL27, TRIM6, C15orf48, NRIR, FFAR2, RN7SKP26, FAP, PRMT5-DT, P2RY6, BNIP5, GK-IT1, MT2A, RPS29P14, CAPNS2, KCNJ2, GK3, KLHDC7B-DT, GARIN4, KCNJ2-AS1, RN7SL364P, HES4, CXCL11, MTND4P14, KCNJ15, IDO2, ENSG00000272567, MSR1, DDX10P1, HYMAI, RNU7-40P, KCNMA1, RN7SL124P, SLC1A3, CDCP1, LMNB1-DT, NASPP1, MMP8, SIGLEC11, OR52K2, CCDC194, VWA3B, KREMEN1, TTC26, GADD45G, LINC02773, RNU6-810P, PRAL, H2BP2, ACOD1, CAPNS1P1, MIR601, FAM20A, HMGB1P3, LINC02574, CCL3, DEFA1B, LYPD5, DNM1P33, HESX1, C1QTNF7-AS1, GBP7, RN7SL368P, FCN2, OR7E140P, EGR3, LINC02287, HNRNPA3P1, CCL8, MIR4308, RNU6-275P, FGF13, TSNAX-DISC1, NDUFB4P11, LIF, H1-6, EGR2, TMEM51, RNU4-38P, HP, NAIPP3, DISC1-IT1, MMADHCP2, DPRXP2, RNU1-134P, RN7SL683P, ENSG00000270030, TATDN2P2, LINC00487, UBBP1, IFI27, GSDMC, RNU7-41P, FOSL1, BCL2L14, LINC00513, SLC8A2, PTPRU, PTGS2, MIR4736, SLC30A4-AS1, LINC01703, GPR42, CIR1P1, LINC01415, PLSCR2, FFAR3, SYCE3, HCAR1, STAT4-AS1, F3, MIR3161, SFRP1, GLRX3P2, SLIT2, SOD1P1, METTL7B, GAPDHP14, HNRNPA1P53, RPS3AP43, OOSP3, SMTNL1, C5orf47, RPL21P57, MIR4433A, FAM225B, RCBTB2P1, PFN2-AS1, USP12PY, MYBPHL, PRELID1P1, HMGB1P8, GRK3-AS1, CCL3L1, CCL3L3, RSL24D1P6, RNU6-190P, MIR200CHG, APOBEC3B, SERINC4, SPDEF, RNA5SP237, MIR3183, OR52H2P, COL1A1, EDNRB, PDE1C, IMMP1LP2, IFIT1P1, CYP4F8, CIBAR1P1, KCTD14, NDST1-AS1, RN7SL34P, ANAPC1P4, RPL12P6, GLDN, LINC03019, EIF5AP2",81.74,47.97,6.01068777054332e-25,24.2210758311816
"239","ChAd-BNT (V3, D1) UP","BNT (V3, D1) UP",311,138,831,449,1142,"ANKRD22, SERPING1, GBP1P1, BATF2, GBP5, GBP1, GBP4, WARS1, P2RY14, GBP6, IDO1, RTP4, VAMP5, FBXO6, LAMP3, MYOF, CD274, GCH1, FCGR1A, ATF3, UBE2L6, APOL6, STAT1, PSME2, EPSTI1, RMI2, SIMALR, ALMS1P1, PDCD1LG2, FCGR1CP, IFI35, APOL4, AIM2, STAT2, TRIM22, LAP3, SEPTIN4, RNF213, SAMD4A, CEACAM1, SCO2, APOL1, CXCL10, SCARF1, ETV7, PML, SAMD9L, SPATS2L, WDFY1, LGALS3BP, ODF3B, GRIN3A, PIK3AP1, IFIH1, DDX60, TMEM268, PARP9, SOCS1, C2, XAF1, OAS1, GRAMD1B, PSTPIP2, TAP1, RIPK2, PARP14, PLSCR1, MOV10, FCGR1BP, ZBP1, RHBDF2, PARP12, CARD17P, CMPK2, SORT1, IRF7, OAS3, OAS2, LHFPL2, IFIT3, DTX3L, FLVCR2, TNFSF10, TRAFD1, ASPHD2, LINC02555, APOL2, TYMP, GBP2, ISG15, SDC3, PSMB9, NUB1, RIGI, RSAD2, P2RX7, TRIM5, IFI44, TDRD7, HELZ2, FDPSP3, TNFAIP6, IFI44L, IFITM3, MAFB, DHX58, SP140, VPS9D1, GADD45B, IRF1, LY6E, STX11, TAP2, TCN2, LACTB, IFIT5, SLC6A12, RAB39A, C1QC, IFI6, BISPR, SECTM1, TIFA, SLAMF8, IL4I1, TFEC, FANCA, ICAM1, GPR84, FBXO39, C1QB, TLR7, EIF2AK2, IFI16, FRMD3, CALHM6, OASL, DDX60L, IFIT2, DOCK4, ISG20, IFITM1, RUFY4, SMCO4, HERC5, GBP3, SIGLEC16, CASP5, TNFSF13B, DYNLT1, DHRS9, ETV7-AS1, MX1, RAB1AP1, KLF5, ERLIN1, IGHEP2, RSPH9, USP18, RPS2P36, KPTN, GK4P, EXOC3L1, LINC02471, TRPV4, CXCL9, FAS, CLEC6A, SAT1, PSME2P2, TCF3P1, CACNA1E, XXYLT1-AS2, SIGLEC1, IFI30, LPCAT2, IFIT1, LINC02068, GK, MTCO1P11, AGRN, NRN1, LRRK2-DT, CSNK1G2P1, DHRS12, LINC02033, LINC00968, MTND5P14, FAM225A, RTEL1P1, PRRG4, IL31RA, RPL7AP42, C3AR1, PSME2P1, MAFF, RAB20, CDHR5, CCL2, C1QA, LAP3P2, SYNPO2, IL27, TRIM6, C15orf48, RN7SKP26, FAP, P2RY6, BNIP5, GK-IT1, MT2A, RPS29P14, CAPNS2, KCNJ2, KLHDC7B-DT, GARIN4, KCNJ2-AS1, RN7SL364P, HES4, CXCL11, MTND4P14, KCNJ15, IDO2, ENSG00000272567, MSR1, DDX10P1, HYMAI, RNU7-40P, RN7SL124P, SLC1A3, CDCP1, LMNB1-DT, NASPP1, SIGLEC11, OR52K2, CCDC194, MARCO, VWA3B, TTC26, LINC02773, PRAL, H2BP2, ACOD1, MIR601, FAM20A, DPYD-IT1, HMGB1P3, LINC02574, CCL3, LYPD5, DNM1P33, HESX1, RN7SL368P, OR7E140P, EGR3, LINC02287, CCL8, TNFSF15, MIR4308, OR7E100P, RNU6-275P, FGF13, TSNAX-DISC1, LIF, EGR2, NAIPP3, DISC1-IT1, TATDN2P2, LINC00487, GSDMC, RNU7-41P, SLC51A, FOSL1, BCL2L14, SLC8A2, PTPRU, MIR4736, SLC30A4-AS1, LINC01703, GPR42, LINC01415, PLSCR2, FFAR3, HCAR1, STAT4-AS1, F3, CFB, SLIT2, SOD1P1, METTL7B, RPS3AP43, RPL21P57, MIR4433A, FAM225B, KAZALD1, CCL3L1, CCL3L3, LYPD8, OR52H1, RNU6-190P, RNA5SP237, NUDT19P5, MIR3183, COL1A1, PDE1C, CYP4F8, KCTD14, ANAPC1P4, GLDN, LINC03019, LINC02966",69.27,27.23,1.95431395120891e-70,69.709005667677
"240","BBIBP (V3, D07) UP","BNT (V3, D1) UP",2,447,93,449,95,"DPYD-IT1, TSNAX-DISC1",0.45,2.11,1.23762023932875e-103,102.907412597049
"241","BBIBP (V3, D14) UP","BNT (V3, D1) UP",9,440,478,449,492,"EPSTI1, CMPK2, DHX58, IFIT2, KPTN, FAM225A, CCDC194, MARCO, TATDN2P2",2,1.83,2.08659371857312e-259,258.680562104341
"242","BBIBP (V3, D28) UP","BNT (V3, D1) UP",8,441,468,449,492,"FCGR1A, CSNK1G2P1, CDHR5, DPYD-IT1, TSNAX-DISC1, DISC1-IT1, LINC00513, SMTNL1",1.78,1.63,2.56985428944538e-258,257.590091500437
"243","ZF2001 (V3, D07) UP","BNT (V3, D1) UP",11,438,461,449,476,"FCGR1A, CXCL10, DDX60, TLR7, CCL2, C15orf48, KCNJ15, NASPP1, MARCO, LINC01703, OR52I2",2.45,2.31,2.72865954549314e-251,250.564050647818
"244","ZF2001 (V3, D14) UP","BNT (V3, D1) UP",4,445,387,449,395,"DHRS12, RTEL1P1, CCL2, LINC01703",0.89,1.01,7.55458065639927e-241,240.1217896377
"245","ZF2001 (V3, D28) UP","BNT (V3, D1) UP",3,446,129,449,133,"CXCL10, KCNJ15, LINC01703",0.67,2.26,5.05672158039046e-127,126.296130957664
"246","ChAd (V1, D3) UP","BNT (V3, D1) UP",123,326,227,449,350,"ANKRD22, SERPING1, GBP1P1, BATF2, GBP5, GBP1, GBP4, IDO1, RTP4, VAMP5, FBXO6, LAMP3, MYOF, FCGR1A, UBE2L6, STAT1, PSME2, EPSTI1, PDCD1LG2, IFI35, APOL4, AIM2, LAP3, SAMD4A, CXCL10, ETV7, SPATS2L, LGALS3BP, ODF3B, DDX60, PARP9, C2, XAF1, OAS1, PSTPIP2, PLSCR1, CMPK2, IRF7, OAS3, OAS2, IFIT3, FLVCR2, TNFSF10, TYMP, ISG15, SDC3, PSMB9, RSAD2, IFI44, IFI44L, IFITM3, LY6E, TCN2, SLC6A12, RAB39A, C1QC, IFI6, SECTM1, SLAMF8, IL4I1, GPR84, FBXO39, C1QB, TLR7, FRMD3, OASL, IFITM1, RUFY4, SMCO4, CASP5, DHRS9, MX1, CTSL, OTOF, USP18, EXOC3L1, TRPV4, CXCL9, CLEC6A, SIGLEC1, NGFR, IFI30, IFIT1, AGRN, KCNJ10, FAM225A, IL31RA, C3AR1, CCL2, C1QA, IL27, NRIR, P2RY6, MT2A, HES4, CXCL11, IDO2, MSR1, KCNMA1, SIGLEC11, MARCO, FAM20A, LYPD5, CDC45, HESX1, GBP7, FCN2, CCL8, LINC00487, IFI27, BCL2L14, PTPRU, FFAR3, SYCE3, CFB, SLIT2, METTL7B, FAM225B, EXOC3L4, APOBEC3B, SPDEF, EDNRB, GLDN",27.39,35.14,2.16063423499014e-89,88.6654187468466
"247","ChAd (V1, D7) UP","BNT (V3, D1) UP",7,442,218,449,225,"CDT1, CDC45, OLFM4, IFI27, CEACAM6, PRTN3, APOBEC3B",1.56,3.11,1.42783884926221e-169,168.845320805743
"248","ChAd (V2, D2) UP","BNT (V3, D1) UP",17,432,298,449,315,"SCO2, ODF3B, TYMP, HELZ2, FBXO39, DOCK4, EXOC3L1, SIGLEC1, AGRN, CDHR5, TRIM6, NRIR, MT2A, PTGS2, MIR3161, SMTNL1, AGRP",3.79,5.4,1.14742000973118e-189,188.940277580774
"249","ChAd (V2, D7) UP","BNT (V3, D1) UP",0,449,6,449,6,"",0,0,8.38763560226436e-14,13.0763604455605
